"排名","代號","名稱","成交","漲跌價","漲跌幅","統計年數","股價目前落點","歷年股價平均","歷年股價高點平均","歷年股價低點平均","股價高低價差(倍)","平均EPS","平均PER","目前PER","平均最低PER","平均最高PER","PER目前落點","平均BPS","目前PBR","平均PBR","平均最低PBR","平均最高PBR","PBR目前落點"
"1286",="1809","中釉","19.55","-0.3","-1.51","10","近高","14.64","20.27","11.06","1.83","0.07","212","88.9","160","293","破低","17.91","1.12","0.82","0.62","1.13","近高"
"1287",="2365","昆盈","47.1","+3.15","+7.17","10","過高","15.13","23.6","9.41","2.51","0.28","53.9","88.9","33.5","84.1","過高","13.55","3.38","1.12","0.69","1.74","過高"
"1288",="5276","達輝-KY","18.7","-0.15","-0.8","10","近高","15.7","21.61","12.57","1.72","0.36","43.4","89","34.8","59.8","過高","13.59","1.46","1.16","0.93","1.59","近高"
"1289",="5015","華祺","38.3","+0.1","+0.26","10","近低","40.36","50.06","32.86","1.52","3.91","10.3","89.1","8.4","12.8","過高","21.11","1.78","1.91","1.56","2.37","近低"
"1290",="3150","鈺寶-創","34.2","+0.2","+0.59","1","近低","37.44","46.8","29.5","1.59","0.44","85.9","90","67.6","107","近高","10.13","2.16","3.69","2.91","4.62","破低"
"1291",="3556","禾瑞亞","42.35","-0.3","-0.7","10","破低","58.34","75.88","45.77","1.66","3.43","17","90.1","13.3","22.1","過高","19","2.37","3.07","2.41","3.99","破低"
"1292",="4772","台特化","248.5","+8","+3.33","1","過高","170.7","203","157","1.29","1.52","112","90.7","103","133","破低","16.31","11.4","10.5","9.62","12.4","近高"
"1293",="6719","力智","221.5","0","0","3","近低","290.9","435","210","2.07","6.16","47.2","91.5","34.1","70.6","過高","89.97","1.71","3.23","2.33","4.83","破低"
"1294",="3073","天方能源","51.4","-0.6","-1.15","10","過高","25.23","42.76","16.09","2.66","-0.92","-27.5","91.8","-17.5","-46.5","","9.65","3.66","2.62","1.67","4.43","近高"
"1295",="4749","新應材","680","-8","-1.16","3","過高","427.7","607.2","270.4","2.25","2.51","170","92","108","242","破低","28.83","20.3","14.8","9.38","21.1","近高"
"1296",="2002","中鋼","24.35","+0.55","+2.31","10","近低","26.58","31.84","22.11","1.44","1","26.6","93.7","22.1","31.9","過高","20.36","1.21","1.31","1.09","1.56","近低"
"1297",="5601","台聯櫃","37.5","+0.55","+1.49","10","過高","31.65","37.05","28.17","1.32","0.36","88.6","93.8","78.9","104","近高","21.2","1.76","1.49","1.33","1.75","過高"
"1298",="1597","直得","103.5","-4.5","-4.17","10","近高","82.57","115.4","61.64","1.87","2.6","31.7","95.8","23.7","44.3","過高","26.82","3.78","3.08","2.3","4.3","近高"
"1299",="6423","億而得-創","99.9","-0.6","-0.6","1","近高","94.59","117.5","77.8","1.51","1.03","92.3","97","75.9","115","近高","10.03","5.33","9.43","7.75","11.7","破低"
"1300",="4538","大詠城","18.55","-0.2","-1.07","6","近低","19.59","25.66","16.55","1.55","0.91","21.6","97.6","18.2","28.2","過高","14.37","1.26","1.36","1.15","1.79","近低"
"1301",="8046","南電","136","-5","-3.55","10","近低","191.9","298.1","114.8","2.6","8.4","22.8","97.8","13.7","35.5","過高","63.41","1.95","3.03","1.81","4.7","近低"
"1302",="1805","寶徠","15.75","0","0","10","近高","12.66","16.71","9.42","1.77","-0.84","-15.1","98.4","-11.2","-19.9","","6.91","1.73","1.83","1.36","2.42","低"
"1303",="8028","昇陽半導體","168","-2","-1.18","7","過高","65.43","93.45","44.27","2.11","2.07","31.7","98.8","21.4","45.2","過高","19.9","7.4","3.29","2.23","4.7","過高"
"1304",="6112","邁達特","59.9","-6.6","-9.92","10","過高","44.44","55.71","33.69","1.65","2.35","18.9","99.8","14.3","23.7","過高","22.38","2.77","1.99","1.51","2.49","過高"
"1305",="3516","亞帝歐","24.2","+1.3","+5.68","10","過高","16.25","21.23","13.13","1.62","0.03","617","101","498","806","破低","24.76","0.94","0.66","0.53","0.86","過高"
"1306",="6199","天品","106","+2","+1.92","10","過高","23.3","45.71","15","3.05","0.34","68.5","103","44.1","134","高","12.05","8.11","1.93","1.25","3.79","過高"
"1307",="2426","鼎元","21.75","-0.2","-0.91","10","近高","18.69","24.61","14.1","1.75","0.57","32.7","104","24.6","43","過高","13","1.69","1.44","1.08","1.89","近高"
"1308",="6270","倍微","25.15","-0.1","-0.4","10","近高","20.24","25.26","17.18","1.47","1.32","15.4","105","13","19.2","過高","21.87","0.44","0.93","0.79","1.15","破低"
"1309",="4939","亞電","20","-0.15","-0.74","10","高","18.53","25.15","14.1","1.78","0.7","26.5","105","20.2","36","過高","15.36","1.27","1.21","0.92","1.64","低"
"1310",="1410","南染","35.9","+0.6","+1.7","10","近高","33.07","37.98","30.11","1.26","1.01","32.6","106","29.7","37.5","過高","17.21","2.1","1.92","1.75","2.21","近高"
"1311",="4744","皇將","22.45","0","0","7","破低","29","39.25","23.07","1.7","1.39","20.8","107","16.6","28.2","過高","19.84","1.08","1.46","1.16","1.98","破低"
"1312",="8227","巨有科技","179","+10","+5.92","3","低","196.8","350.5","116.9","3","1.53","129","108","76.6","229","低","16.39","6.31","12","7.13","21.4","破低"
"1313",="1506","正道","13.1","0","0","10","近低","15.98","20.58","12.76","1.61","-0.24","-67.2","109","-53.6","-86.5","","7.98","1.43","2","1.6","2.58","破低"
"1314",="2363","矽統","66.6","-1.2","-1.77","10","過高","26.51","41.71","16.84","2.48","0.15","173","109","110","272","破低","21.9","1.91","1.21","0.77","1.9","過高"
"1315",="1326","台化","29.7","-0.35","-1.16","10","破低","75.74","88.08","63.58","1.39","4.44","17.1","110","14.3","19.9","過高","59.37","0.57","1.28","1.07","1.48","破低"
"1316",="6425","易發","70.4","-0.5","-0.71","6","過高","37.62","53.88","20.27","2.66","-0.31","-122","110","-66","-175","","23.79","3.63","1.58","0.85","2.26","過高"
"1317",="3167","大量","98.5","-2","-1.99","10","過高","54.87","88.63","38.1","2.33","3.44","16","111","11.1","25.8","過高","25.22","3.22","2.18","1.51","3.51","近高"
"1318",="5328","華容","15.55","-0.35","-2.2","10","近高","11.96","17.27","9","1.92","0.22","54.5","111","41","78.7","過高","9.98","1.38","1.2","0.9","1.73","高"
"1319",="6101","寬魚國際","36.7","-0.45","-1.21","10","高","34.38","46.09","23.85","1.93","-0.28","-125","111","-86.5","-167","","10.08","3.64","3.41","2.37","4.57","高"
"1320",="5432","新門","138.5","-1.5","-1.07","10","過高","60.96","105.3","36.39","2.89","1.04","58.8","112","35.1","102","過高","16.09","7.42","3.79","2.26","6.55","過高"
"1321",="6415","矽力*-KY","452.5","+4","+0.89","10","破低","1204","2204","597.8","3.69","24.54","49.1","113","24.4","89.8","過高","137.5","5.18","8.76","4.35","16","近低"
"1322",="4502","健信","20.45","+0.25","+1.24","10","破低","42.61","57.44","33.25","1.73","-0.38","-112","114","-87.3","-151","","12.26","1.69","3.47","2.71","4.68","破低"
"1323",="6994","富威電力","144","+1","+0.7","2","過高","101.3","128","59.73","2.14","0.84","121","115","71.1","152","高","15.61","9.08","6.49","3.83","8.2","過高"
"1324",="2033","佳大","23.1","-0.1","-0.43","10","過高","14.3","21.58","10.98","1.97","0.13","107","116","82.3","162","低","12.53","1.77","1.14","0.88","1.72","過高"
"1325",="4977","眾達-KY","116","-4.5","-3.73","10","近高","92.69","134.8","67.15","2.01","5.21","17.8","117","12.9","25.9","過高","38.42","2.35","2.41","1.75","3.51","低"
"1326",="8111","立碁","46.2","+0.35","+0.76","10","過高","17.58","29.23","12.16","2.4","1.12","15.7","118","10.9","26.1","過高","11.71","3.72","1.5","1.04","2.5","過高"
"1327",="6456","GIS-KY","55.5","+0.1","+0.18","10","破低","100.6","133.6","68.66","1.95","6.51","15.5","121","10.6","20.5","過高","84.31","0.63","1.19","0.81","1.58","破低"
"1328",="4127","天良","38.85","-0.55","-1.4","10","過高","16.74","23.85","11.57","2.06","-0.34","-49.9","121","-34.5","-71.1","","10.7","3.73","1.56","1.08","2.23","過高"
"1329",="6451","訊芯-KY","203","-11","-5.14","10","過高","125.7","181.7","85.19","2.13","4.54","27.7","122","18.8","40","過高","57.04","3.28","2.2","1.49","3.19","過高"
"1330",="6243","迅杰","45.7","-0.6","-1.3","10","近高","28.05","47.46","18.4","2.58","-0.08","-367","127","-241","-621","","11.36","2.51","2.47","1.62","4.18","低"
"1331",="4175","杏一","68.6","+0.1","+0.15","10","近低","76.49","104.1","64.51","1.61","3.16","24.2","127","20.4","33","過高","33.33","2.07","2.29","1.94","3.12","近低"
"1332",="2926","誠品生活","52.1","0","0","10","破低","84.66","100.3","71.91","1.39","0.49","174","127","148","207","破低","19.96","4.34","4.24","3.6","5.02","近高"
"1333",="3529","力旺","2945","-5","-0.17","10","過高","1332","1948","847.2","2.3","15.79","84.4","128","53.7","123","過高","35","72.2","38.1","24.2","55.7","過高"
"1334",="5452","佶優","32.35","-0.85","-2.56","10","過高","17.43","25.56","11.75","2.17","0.56","31.2","129","21","45.7","過高","13.3","2.24","1.31","0.88","1.92","過高"
"1335",="8176","智捷","14.3","-0.05","-0.35","10","近高","11.29","16.33","8.8","1.86","-0.31","-36.6","130","-28.5","-52.9","","8.88","1.94","1.27","0.99","1.84","過高"
"1336",="5291","邑昇","25.25","+0.05","+0.2","10","近低","27.4","35.87","21.65","1.66","2.03","13.5","133","10.7","17.7","過高","22.72","1.08","1.21","0.95","1.58","近低"
"1337",="5324","士開","12","-0.05","-0.41","10","近高","10.63","13.47","8.9","1.51","-0.58","-18.3","133","-15.3","-23.1","","6.89","1.94","1.54","1.29","1.96","近高"
"1338",="2344","華邦電","18.7","+0.1","+0.54","10","低","22.22","30.54","15.47","1.97","1.18","18.8","134","13.1","25.8","過高","19.28","0.92","1.15","0.8","1.58","近低"
"1339",="6167","久正","14.9","0","0","10","過高","11.19","14.81","8.47","1.75","0.93","12","135","9.09","15.9","過高","9.29","1.34","1.2","0.91","1.59","近高"
"1340",="4155","訊映","22.2","+0.5","+2.3","8","破低","27.14","34.67","22.31","1.55","1.05","25.9","139","21.3","33.1","過高","17.21","1.33","1.58","1.3","2.01","近低"
"1341",="1599","宏佳騰","30.75","+0.1","+0.33","10","破低","39.12","47.27","33.15","1.43","2.87","13.6","140","11.6","16.5","過高","25.74","1.14","1.52","1.29","1.84","破低"
"1342",="1531","高林股","14.4","-0.05","-0.35","10","近低","15.14","18.45","12.9","1.43","0.5","30.1","144","25.6","36.6","過高","20.14","0.72","0.75","0.64","0.92","近低"
"1343",="8087","麗升能源","44.7","-0.1","-0.22","10","過高","27.95","41.91","19.34","2.17","0.77","36.1","144","25","54.1","過高","10.62","2.16","2.63","1.82","3.95","近低"
"1344",="6163","華電網","23.1","-0.1","-0.43","10","近高","17.68","23.37","13.85","1.69","0.68","26.1","144","20.4","34.4","過高","15.81","1.38","1.12","0.88","1.48","近高"
"1345",="3339","泰谷","34.7","-0.4","-1.14","10","過高","14.13","21.95","8.58","2.56","-1.06","-13.3","145","-8.06","-20.6","","7.78","2.48","1.82","1.1","2.82","近高"
"1346",="3047","訊舟","29.15","+0.65","+2.28","10","過高","15.42","22.18","10.36","2.14","0.23","66.1","146","44.4","95","過高","11.49","2.4","1.34","0.9","1.93","過高"
"1347",="3276","宇環","16.25","-0.15","-0.91","10","高","14.41","20.43","10.34","1.98","0.48","30","148","21.5","42.5","過高","10.69","1.41","1.35","0.97","1.91","低"
"1348",="3535","晶彩科","46.35","-0.65","-1.38","10","過高","23.74","37.88","14.51","2.61","0.68","34.7","150","21.2","55.4","過高","12.72","3.11","1.87","1.14","2.98","過高"
"1349",="3663","鑫科","67.6","-2.4","-3.43","10","過高","32.29","48.96","22.14","2.21","0.71","45.5","150","31.2","69","過高","15.87","4.02","2.03","1.39","3.08","過高"
"1350",="3450","聯鈞","272.5","-12.5","-4.39","10","過高","78.96","127.2","50.57","2.52","2.56","30.9","151","19.8","49.7","過高","27.52","9.63","2.87","1.84","4.62","過高"
"1351",="1732","毛寶","28.9","+0.1","+0.35","10","高","24.36","36.26","18.82","1.93","0.23","108","152","83.5","161","近高","10.95","2.49","2.22","1.72","3.31","低"
"1352",="6103","合邦","47.25","+0.1","+0.21","10","過高","12.24","18.37","7.01","2.62","-0.59","-20.7","152","-11.8","-31","","2.36","5","5.18","2.96","7.77","低"
"1353",="3086","華義","166.5","-4","-2.35","10","過高","62.86","114.6","39.74","2.88","-0.46","-137","153","-86.5","-249","","8.04","12.8","7.81","4.94","14.2","近高"
"1354",="8107","大億金茂","20.05","+0.05","+0.25","10","低","21.29","29.68","16.24","1.83","1.02","20.8","154","15.9","29","過高","18.82","0.98","1.13","0.86","1.58","近低"
"1355",="3219","倚強科","45.05","-1","-2.17","10","低","59.81","99.61","33.76","2.95","1.83","32.8","155","18.5","54.6","過高","15.58","2.43","3.84","2.17","6.39","近低"
"1356",="2596","綠意","43.05","+0.55","+1.29","10","過高","23.89","30.28","18.59","1.63","1.73","13.8","159","10.8","17.5","過高","20.27","2.24","1.18","0.92","1.49","過高"
"1357",="8431","匯鑽科","65.5","-1.4","-2.09","10","近高","59.88","80.03","43.77","1.83","0.42","143","160","104","191","近高","20.13","3.01","2.97","2.17","3.98","低"
"1358",="6230","尼得科超眾","186","-2","-1.06","10","高","171.2","249.1","116","2.15","7.11","24.1","163","16.3","35","過高","53.34","2.71","3.21","2.17","4.67","低"
"1359",="6916","華凌","26.2","+2.35","+9.85","2","近低","27.3","30.28","23.72","1.28","2.5","10.9","164","9.49","12.1","過高","17.49","1.57","1.56","1.36","1.73","近高"
"1360",="3232","昱捷","26.3","-0.5","-1.87","10","低","25.18","35.22","18.79","1.87","0.39","65.1","164","48.5","91","過高","13.49","1.75","1.87","1.39","2.61","低"
"1361",="4130","健亞","23.6","-0.35","-1.46","10","近低","28.56","38.37","22.78","1.68","0.32","90.6","169","72.3","122","過高","14.33","1.78","1.99","1.59","2.68","近低"
"1362",="9944","新麗","20.3","-0.05","-0.25","10","近低","20.65","25.05","17.83","1.41","1.45","14.2","169","12.3","17.2","過高","29.04","0.62","0.71","0.61","0.86","近低"
"1363",="1521","大億","29.2","+0.05","+0.17","10","破低","50.53","60.04","42.23","1.42","2.75","18.4","172","15.4","21.8","過高","23.68","1.22","2.13","1.78","2.54","破低"
"1364",="6578","達邦蛋白","18.95","0","0","7","近低","20.59","28.35","16.43","1.73","-0.39","-53.4","172","-42.6","-73.5","","19.83","1.24","1.04","0.83","1.43","近高"
"1365",="2722","夏都","34.6","-0.35","-1","10","低","38.9","59.01","28.03","2.11","0.76","51.4","173","37","77.9","過高","16.47","2.16","2.36","1.7","3.58","低"
"1366",="6265","方土昶","10.4","-0.1","-0.95","10","低","9.55","13.59","7.55","1.8","-0.12","-82.7","173","-65.4","-118","","11.63","0.92","0.82","0.65","1.17","高"
"1367",="2022","聚亨","10.5","+0.1","+0.96","10","高","8.82","13.32","6.19","2.15","-0.19","-45.9","175","-32.3","-69.4","","8.48","1","1.04","0.73","1.57","低"
"1368",="4919","新唐","92","-2.6","-2.75","10","低","98.77","137.8","68.76","2","4.66","21.2","177","14.8","29.6","過高","34.89","2.47","2.83","1.97","3.95","低"
"1369",="1324","地球","12.75","-0.1","-0.78","10","低","11.97","15.39","10.26","1.5","0.29","42","182","36","53.9","過高","12.97","0.99","0.92","0.79","1.19","近高"
"1370",="6624","萬年清","37.85","+0.4","+1.07","6","近低","40.57","46.56","35.77","1.3","1.17","34.6","189","30.5","39.7","過高","17.26","1.88","2.35","2.07","2.7","破低"
"1371",="4558","寶緯","33.5","-0.2","-0.59","3","高","29.79","43.25","23.22","1.86","1.45","20.5","197","16","29.7","過高","15.33","1.85","1.94","1.51","2.82","低"
"1372",="5521","工信","11.9","+0.05","+0.42","10","近高","9.67","13.47","7.62","1.77","0.27","36.3","198","28.6","50.6","過高","10.88","1.09","0.89","0.7","1.24","近高"
"1373",="4999","鑫禾","32.4","-0.25","-0.77","10","破低","41.59","48.54","35.38","1.37","3.47","12","202","10.2","14","過高","45.38","0.7","0.92","0.78","1.07","破低"
"1374",="8374","羅昇","122","-1","-0.81","10","過高","37.54","59.48","21.69","2.74","0.53","70.9","203","41","112","過高","17.82","6.56","2.11","1.22","3.34","過高"
"1375",="8940","新天地","24.85","-0.25","-1","10","過高","17.56","23.89","13.61","1.76","-0.05","-382","207","-296","-519","","10.21","2.31","1.72","1.33","2.34","近高"
"1376",="2305","全友","14.5","-0.35","-2.36","10","低","14.41","21.09","9.88","2.13","0.23","61.8","207","42.4","90.5","過高","10.56","1.3","1.37","0.94","2","低"
"1377",="2509","全坤建","16.75","-0.1","-0.59","10","近低","19.79","24.46","16.62","1.47","0.6","33.1","209","27.8","41","過高","19.9","0.9","0.99","0.84","1.23","近低"
"1378",="1905","華紙","17.05","0","0","10","低","16.62","22.67","12.04","1.88","0.11","152","213","110","207","過高","14.11","1.16","1.18","0.85","1.61","低"
"1379",="3094","聯傑","30.2","-0.2","-0.66","10","近高","27.86","37.7","20.79","1.81","0.57","49.1","216","36.6","66.4","過高","12.94","2.51","2.15","1.61","2.91","近高"
"1380",="3064","泰偉","65","+1.6","+2.52","10","過高","22.15","37.74","11.57","3.26","-2.46","-9","217","-4.71","-15.3","","3.81","7.86","5.82","3.04","9.91","高"
"1381",="3520","華盈","18.2","-0.15","-0.82","10","近低","25.62","38.76","16.87","2.3","0.14","189","228","125","286","高","9.59","1.56","2.67","1.76","4.04","破低"
"1382",="6185","幃翔","16.55","+0.35","+2.16","10","低","15.99","21.99","12.56","1.75","0.28","56.6","236","44.5","77.9","過高","15.29","1.14","1.05","0.82","1.44","高"
"1383",="8033","雷虎","64.7","-1.2","-1.82","10","過高","32.13","47.64","23.37","2.04","-0.3","-106","240","-77","-157","","6.37","7.38","5.04","3.67","7.47","近高"
"1384",="6834","天二科技","31.55","-0.4","-1.25","3","低","29.43","41.88","23.12","1.81","0.4","73.9","243","58","105","過高","16.9","1.92","1.74","1.37","2.48","低"
"1385",="6168","宏齊","22.25","-0.05","-0.22","10","近高","19.52","26.51","14.14","1.87","0.92","21.1","247","15.3","28.7","過高","14.55","1.49","1.34","0.97","1.82","近高"
"1386",="6643","M31","763","+12","+1.6","6","低","711.2","1211","429.9","2.82","8.65","82.2","250","49.7","140","過高","49.84","16.6","14.3","8.63","24.3","高"
"1387",="4528","江興鍛","23.1","-0.3","-1.28","10","破低","41.57","50.91","32.29","1.58","2.57","16.1","257","12.5","19.8","過高","26.25","0.86","1.58","1.23","1.94","破低"
"1388",="8429","金麗-KY","10.8","-0.1","-0.92","10","破低","14.88","19.71","11.4","1.73","0.4","37.3","270","28.6","49.5","過高","35.52","0.31","0.42","0.32","0.56","破低"
"1389",="4576","大銀微系統","148.5","-6","-3.88","6","過高","88.27","131.4","64.14","2.05","1.24","71.3","291","51.8","106","過高","31.07","4.6","2.84","2.06","4.23","過高"
